round,domain_idx,rsum_i,n_fold_i2t_r1,n_fold_t2i_r1,i2t_r1,t2i_r1,n_fold_i2t_r5,n_fold_t2i_r5,i2t_r5,t2i_r5
10,1,257.83946488294316,80.0,76.0,44.98327759197324,56.8561872909699,100.0,98.0,80.60200668896321,86.87290969899665
10,2,198.86118980169974,62.0,54.0,37.18130311614731,45.67988668555241,96.0,92.0,67.91784702549575,77.12464589235128
10,3,235.84810126582278,74.0,84.0,32.559774964838255,45.28832630098453,94.0,98.0,64.83825597749649,82.63009845288326
10,4,223.96610169491527,72.0,74.0,38.6839481555334,39.28215353938185,96.0,90.0,71.48554336989032,76.76969092721835
11,0,252.22021364009862,78.0,78.0,44.45357436318817,51.76663927691043,100.0,96.0,81.67625308134758,88.82497945768283
11,1,258.9264214046823,80.0,76.0,45.23411371237458,57.69230769230769,100.0,98.0,80.10033444816054,86.87290969899665
11,2,198.36543909348444,62.0,54.0,36.61473087818697,45.75070821529745,96.0,92.0,67.70538243626062,76.69971671388102
11,3,236.41068917018282,74.0,84.0,32.77074542897328,45.639943741209564,94.0,98.0,64.9789029535865,83.54430379746836
11,4,222.5702891326022,74.0,72.0,37.587238285144565,38.983050847457626,96.0,90.0,71.08673978065802,77.3678963110668
12,0,250.22021364009862,78.0,76.0,44.617912900575185,51.60230073952342,100.0,96.0,81.18323746918652,88.74281018898932
12,1,259.5953177257525,80.0,76.0,46.15384615384615,57.441471571906355,100.0,98.0,80.10033444816054,87.04013377926421
12,2,198.57790368271955,62.0,54.0,36.47308781869688,46.10481586402266,96.0,90.0,67.98866855524079,76.13314447592067
12,3,235.77777777777777,74.0,84.0,32.48945147679325,45.28832630098453,94.0,98.0,64.27566807313643,82.48945147679325
12,4,223.06879361914258,72.0,74.0,38.185443668993024,38.88334995014955,96.0,90.0,71.1864406779661,77.3678963110668
13,0,253.80936729663105,80.0,78.0,44.12489728841413,51.68447000821693,100.0,94.0,81.75842235004109,88.41413311421529
