round,domain_idx,rsum_i,n_fold_i2t_r1,n_fold_t2i_r1,i2t_r1,t2i_r1,n_fold_i2t_r5,n_fold_t2i_r5,i2t_r5,t2i_r5
13,3,61.87060478199719,18.0,22.0,13.009845288326302,8.860759493670885,60.0,76.0,13.009845288326302,44.86638537271449
13,4,58.93718843469591,14.0,24.0,7.577268195413759,13.359920239282154,64.0,70.0,28.8135593220339,49.05284147557328
14,0,64.78882497945767,24.0,20.0,10.84634346754314,9.942481511914544,62.0,68.0,39.19474116680362,41.166803615447826
14,1,44.47826086956522,14.0,12.0,8.528428093645484,9.949832775919733,70.0,72.0,38.79598662207358,29.849498327759196
14,2,69.54957507082153,22.0,20.0,13.031161473087819,14.51841359773371,68.0,76.0,63.03116147308782,52.69121813031161
14,3,61.87060478199719,18.0,22.0,13.009845288326302,8.860759493670885,58.0,76.0,13.009845288326302,44.86638537271449
14,4,60.438683948155536,16.0,24.0,10.169491525423728,10.269192422731805,64.0,68.0,40.57826520438684,41.874376869391824
15,0,65.96713229252259,26.0,20.0,10.024650780608052,9.942481511914544,64.0,68.0,39.19474116680362,52.01314708299096
15,1,45.98327759197324,14.0,12.0,10.033444816053512,9.949832775919733,66.0,74.0,39.54849498327759,29.51505016722408
15,2,73.03682719546742,24.0,20.0,14.51841359773371,14.51841359773371,70.0,76.0,62.67705382436261,52.69121813031161
15,3,61.16736990154712,18.0,22.0,12.306610407876232,8.860759493670885,64.0,74.0,36.63853727144866,44.86638537271449
15,4,56.438683948155536,14.0,22.0,10.169491525423728,10.269192422731805,60.0,68.0,28.614157527417746,32.901296111665005
16,0,59.72062448644207,20.0,20.0,9.778142974527526,9.942481511914544,66.0,64.0,49.876746096959735,52.01314708299096
16,1,48.89632107023411,18.0,12.0,8.946488294314381,9.949832775919733,66.0,72.0,32.608695652173914,19.48160535117057
16,2,77.03682719546742,26.0,22.0,14.51841359773371,14.51841359773371,70.0,76.0,69.75920679886686,52.69121813031161
16,3,61.30801687763713,18.0,22.0,12.447257383966244,8.860759493670885,62.0,76.0,47.11673699015471,32.48945147679325
16,4,61.91625124626122,14.0,20.0,14.556331006979063,13.359920239282154,60.0,68.0,28.614157527417746,42.77168494516451
17,0,62.13147082990961,22.0,20.0,10.18898931799507,9.942481511914544,62.0,66.0,49.38373048479868,41.65981922760887
17,1,55.642140468227424,20.0,18.0,8.110367892976589,9.531772575250836,66.0,70.0,39.63210702341137,19.48160535117057
17,2,81.03682719546742,26.0,26.0,14.51841359773371,14.51841359773371,70.0,76.0,49.57507082152974,44.05099150141643
17,3,61.0267229254571,18.0,22.0,12.165963431786217,8.860759493670885,62.0,76.0,47.11673699015471,36.49789029535865
17,4,56.2333000997009,14.0,20.0,11.56530408773679,10.667996011964108,60.0,68.0,25.22432701894317,32.901296111665005
18,0,62.87099424815119,22.0,20.0,10.271158586688578,10.599835661462613,62.0,68.0,42.39934264585045,44.94658997534922
18,1,57.565217391304344,18.0,20.0,10.033444816053512,9.531772575250836,68.0,70.0,32.274247491638796,19.48160535117057
18,2,81.03682719546742,26.0,26.0,14.51841359773371,14.51841359773371,70.0,76.0,44.68838526912181,52.69121813031161
18,3,61.90154711673699,20.0,22.0,10.829817158931084,9.071729957805907,64.0,80.0,42.40506329113924,36.28691983122363
18,4,55.8344965104686,14.0,20.0,11.56530408773679,10.269192422731805,58.0,64.0,24.426719840478565,32.901296111665005
19,0,61.72062448644207,22.0,20.0,9.449465899753493,10.271158586688578,62.0,66.0,40.18077239112572,43.63188167625308
19,1,57.98327759197324,20.0,18.0,10.033444816053512,9.949832775919733,68.0,74.0,29.180602006688964,19.48160535117057
19,2,77.8498583569405,26.0,26.0,11.331444759206798,14.51841359773371,70.0,80.0,44.61756373937677,52.69121813031161
19,3,64.0112517580872,20.0,22.0,11.322081575246132,10.68917018284107,62.0,80.0,34.10689170182841,32.9817158931083
19,4,53.8344965104686,14.0,18.0,11.56530408773679,10.269192422731805,64.0,64.0,24.127617148554336,32.901296111665005
