round,client_id,domain_idx,rsum_i,n_fold_i2t_r1,n_fold_t2i_r1,i2t_r1,t2i_r1,n_fold_i2t_r5,n_fold_t2i_r5,i2t_r5,t2i_r5
3,12,2,75.83599541920319,13.546099290780143,26.666666666666664,13.031161473087819,22.592067988668557,16.241134751773053,69.14893617021276,15.36827195467422,61.04815864022663
3,12,3,71.21927061666766,11.408450704225352,25.492957746478872,10.759493670886076,23.558368495077357,33.45070422535211,63.38028169014084,25.668073136427566,63.78340365682138
3,12,4,45.94107676969093,11.9,14.4,9.571286141575275,10.069790628115653,38.7,49.3,47.557328015952145,41.9740777666999
3,13,0,50.580087985365076,10.946502057613168,17.037037037037035,9.449465899753493,13.14708299096138,38.51851851851852,56.13168724279835,39.769926047658174,41.33114215283484
3,13,1,60.56100530359217,10.0418410041841,20.920502092050206,9.949832775919733,19.648829431438127,33.13807531380753,60.58577405857741,10.785953177257525,52.591973244147155
3,13,2,75.83599541920319,13.546099290780143,26.666666666666664,13.031161473087819,22.592067988668557,16.241134751773053,69.14893617021276,15.36827195467422,61.04815864022663
3,13,3,71.21927061666766,11.408450704225352,25.492957746478872,10.759493670886076,23.558368495077357,33.45070422535211,63.38028169014084,25.668073136427566,63.78340365682138
3,13,4,45.94107676969093,11.9,14.4,9.571286141575275,10.069790628115653,38.7,49.3,47.557328015952145,41.9740777666999
3,14,0,50.580087985365076,10.946502057613168,17.037037037037035,9.449465899753493,13.14708299096138,38.51851851851852,56.13168724279835,39.769926047658174,41.33114215283484
3,14,1,60.56100530359217,10.0418410041841,20.920502092050206,9.949832775919733,19.648829431438127,33.13807531380753,60.58577405857741,10.785953177257525,52.591973244147155
3,14,2,75.83599541920319,13.546099290780143,26.666666666666664,13.031161473087819,22.592067988668557,16.241134751773053,69.14893617021276,15.36827195467422,61.04815864022663
3,14,3,71.21927061666766,11.408450704225352,25.492957746478872,10.759493670886076,23.558368495077357,33.45070422535211,63.38028169014084,25.668073136427566,63.78340365682138
3,14,4,45.94107676969093,11.9,14.4,9.571286141575275,10.069790628115653,38.7,49.3,47.557328015952145,41.9740777666999
4,10,0,53.29302643280549,10.534979423868313,18.271604938271604,10.106820049301561,14.37962202136401,39.17695473251028,57.11934156378601,39.44124897288414,43.960558751027115
4,10,1,65.41232280544632,10.711297071129707,22.426778242677823,9.949832775919733,22.32441471571906,33.30543933054393,58.91213389121339,11.872909698996656,54.34782608695652
4,10,2,76.82809957205714,13.617021276595745,27.021276595744677,13.101983002832862,23.087818696883854,15.46099290780142,69.7872340425532,15.509915014164307,62.60623229461756
4,10,3,70.30268814009231,11.267605633802816,23.943661971830988,10.618846694796062,24.47257383966245,34.225352112676056,63.732394366197184,23.417721518987342,64.20534458509142
4,10,4,44.84107676969093,11.8,13.4,9.272183449651047,10.36889332003988,37.5,49.0,45.16450648055832,41.5752741774676
4,11,0,53.29302643280549,10.534979423868313,18.271604938271604,10.106820049301561,14.37962202136401,39.17695473251028,57.11934156378601,39.44124897288414,43.960558751027115
4,11,1,65.41232280544632,10.711297071129707,22.426778242677823,9.949832775919733,22.32441471571906,33.30543933054393,58.91213389121339,11.872909698996656,54.34782608695652
4,11,2,76.82809957205714,13.617021276595745,27.021276595744677,13.101983002832862,23.087818696883854,15.46099290780142,69.7872340425532,15.509915014164307,62.60623229461756
4,11,3,70.30268814009231,11.267605633802816,23.943661971830988,10.618846694796062,24.47257383966245,34.225352112676056,63.732394366197184,23.417721518987342,64.20534458509142
4,11,4,44.84107676969093,11.8,13.4,9.272183449651047,10.36889332003988,37.5,49.0,45.16450648055832,41.5752741774676
4,12,0,53.29302643280549,10.534979423868313,18.271604938271604,10.106820049301561,14.37962202136401,39.17695473251028,57.11934156378601,39.44124897288414,43.960558751027115
4,12,1,65.41232280544632,10.711297071129707,22.426778242677823,9.949832775919733,22.32441471571906,33.30543933054393,58.91213389121339,11.872909698996656,54.34782608695652
4,12,2,76.82809957205714,13.617021276595745,27.021276595744677,13.101983002832862,23.087818696883854,15.46099290780142,69.7872340425532,15.509915014164307,62.60623229461756
4,12,3,70.30268814009231,11.267605633802816,23.943661971830988,10.618846694796062,24.47257383966245,34.225352112676056,63.732394366197184,23.417721518987342,64.20534458509142
4,12,4,44.84107676969093,11.8,13.4,9.272183449651047,10.36889332003988,37.5,49.0,45.16450648055832,41.5752741774676
4,13,0,53.29302643280549,10.534979423868313,18.271604938271604,10.106820049301561,14.37962202136401,39.17695473251028,57.11934156378601,39.44124897288414,43.960558751027115
4,13,1,65.41232280544632,10.711297071129707,22.426778242677823,9.949832775919733,22.32441471571906,33.30543933054393,58.91213389121339,11.872909698996656,54.34782608695652
